,epoch,train_loss,val_loss
0,1,3393.7682151794434,0.0
1,2,2660.427309036255,0.0
2,3,2383.119414329529,0.0
3,4,2168.604229927063,0.0
4,5,2034.5860171318054,675.7838754653931
5,6,1908.5909905433655,0.0
6,7,1820.9165105819702,0.0
7,8,1737.4124088287354,0.0
8,9,1665.420997619629,0.0
9,10,1619.8951106071472,536.4414825439453
10,11,1597.4714970588684,0.0
11,12,1544.0009427070618,0.0
12,13,1495.0366768836975,0.0
13,14,1460.1672759056091,0.0
14,15,1448.6411561965942,473.9628629684448
15,16,1407.0539450645447,0.0
16,17,1386.0934357643127,0.0
17,18,1371.1584849357605,0.0
18,19,1343.915488243103,0.0
19,20,1328.0875716209412,443.795690536499
20,21,1312.8115854263306,0.0
21,22,1294.7365493774414,0.0
22,23,1284.343418121338,0.0
